designation,ra,dec,clon,clat,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper
Gaia DR2 2674147827920431872,324.87871656100043,-2.532583782303462,21h39m30.89s,-02d31m57.30s,139,360.43494751740457,1.591659673167223,226.4522705078,19.2962989807,13,53.31040174394894,8.53243230628353,6.2479724884,21.0343589783,14,489.131158638135,16.220181182602044,30.155714035,18.038356781,1.5049638748,0,2.9960021973,1.7380599976,1.2579421997,,,
Gaia DR2 2674176140344588416,325.25111810346283,-2.7081202929874175,21h41m00.27s,-02d42m29.23s,56,82.9038068918405,1.4104990957779702,58.776222229,20.8919296265,0,,,,,0,,,,,,2,,,,,,
Gaia DR2 2674032898889879168,324.77290393392985,-3.291122969126012,21h39m05.50s,-03d17m28.04s,148,14693.18667898219,7.483911959632465,1963.3029785156,15.2705755234,15,7011.792253598313,20.425673665524474,343.2832946777,15.7368154526,14,10963.974224439376,24.33176183349828,450.6033935547,14.6619997025,1.2234083414,0,1.0748157501,0.4662399292,0.6085758209,0.0890000015,0.063699998,0.1181000024
Gaia DR2 2674086878038871936,324.5611928012088,-3.08909718092015,21h38m14.69s,-03d05m20.75s,84,358.0069083443669,2.6682858324601484,134.1711273193,19.3036365509,0,,,,,0,,,,,,2,,,,,,
Gaia DR2 2674086878038261632,324.56109889114214,-3.0889727526792132,21h38m14.66s,-03d05m20.30s,137,451.8684056917504,3.4906931803964927,129.4494781494,19.0508365631,11,243.0242572041663,18.98180729269489,12.8030090332,19.3872642517,12,740.5556287376455,28.21692985869506,26.2450809479,17.5880260468,2.1766953468,0,1.799238205,0.3364276886,1.4628105164,,,
Gaia DR2 2674047948455446400,325.1754752565916,-3.227170371548719,21h40m42.11s,-03d13m37.81s,87,1786.0592000555555,4.121522890625689,433.3493347168,17.5586261749,7,467.49293949064236,9.52526440726459,49.0792617798,18.6769504547,7,1928.8331207827048,12.44148336090717,155.032409668,16.5486831665,1.3416833878,0,2.1282672882,1.1183242798,1.0099430084,,,
Gaia DR2 2674228165283243136,325.07879091862037,-2.5629558752189534,21h40m18.91s,-02d33m46.64s,115,165.34069586115584,1.3208751816190687,125.1751098633,20.1424160004,8,60.05626210713512,19.167582477439105,3.1332204342,20.9049930573,10,155.1750264369431,12.090919704133231,12.8340139389,19.284866333,1.3017442226,0,1.6201267242,0.7625770569,0.8575496674,,,
Gaia DR2 2674047944159847808,325.1814315263039,-3.222080193773073,21h40m43.54s,-03d13m19.49s,94,1789.8900534674954,3.053621342246594,586.1532592773,17.5562992096,9,841.4653496690943,14.537346719924415,57.8830070496,18.0387973785,9,1343.317025091619,24.388509781559307,55.079914093,16.9414730072,1.2206237316,0,1.0973243713,0.4824981689,0.6148262024,,,
Gaia DR2 2674032963313862272,324.7578059786227,-3.284838443983173,21h39m01.87s,-03d17m05.42s,114,206.29185093422925,1.538840031311863,134.0567169189,19.9021606445,11,118.7216605726196,13.064039624853159,9.0876684189,20.165063858,11,129.0467154591095,7.787774185619336,16.5704231262,19.4850521088,1.2010575533,0,0.6800117493,0.2629032135,0.4171085358,,,
Gaia DR2 2674033689163865472,324.71119552779317,-3.2599451934692225,21h38m50.69s,-03d15m35.80s,129,2882.132618086292,3.2559607518057474,885.1865234375,17.0390815735,11,1534.5026565923076,9.986824003501678,153.6527252197,17.3864688873,14,1978.925838571164,21.49029809348073,92.0846176147,16.5208454132,1.2190377712,0,0.8656234741,0.3473873138,0.5182361603,0.2662999928,0.1548999995,0.3689999878
Gaia DR2 2674086878038871680,324.56208087373244,-3.091486667923293,21h38m14.90s,-03d05m29.35s,123,146459.32366180816,48.63607836936344,3011.3308105469,12.7740736008,14,85248.3194614653,137.33346382339528,620.7396240234,13.0246734619,13,89498.76496120349,63.04664596811137,1419.5642089844,12.3823776245,1.1931442022,0,0.6422958374,0.2505998611,0.3916959763,0.3680000007,0.2536000013,0.4921000004
Gaia DR2 2674147866574594304,324.8549207212125,-2.5354164997317072,21h39m25.18s,-02d32m07.50s,84,95.13116574645873,1.3146021867062994,72.364982605,20.742559433,7,42.89732050453482,2.7994424812112944,15.3235225677,21.2703132629,9,58.86739315427166,11.234513107804627,5.2398705482,20.3372325897,1.0697305202,0,0.9330806732,0.52775383,0.4053268433,,,
Gaia DR2 2674037739317562240,324.64805410160653,-3.2112287297211846,21h38m35.53s,-03d12m40.42s,120,273.7454124639166,1.8068918718836402,151.5007171631,19.5949993134,11,96.29834124400985,12.37692435591712,7.7804741859,20.3923416138,11,267.5949414879111,7.797595289624417,34.3176231384,18.6932258606,1.3293128014,0,1.6991157532,0.7973423004,0.9017734528,,,
Gaia DR2 2674025782128425984,324.92709859030447,-3.320078678834208,21h39m42.50s,-03d19m12.28s,137,484089.55794207833,414.3991368525646,1168.1722412109,11.4760513306,15,251606.4351121395,552.7148737748925,455.2192077637,11.8495836258,16,331346.21233468206,635.6377791305875,521.2814941406,10.9612150192,1.2042248249,0,0.8883686066,0.3735322952,0.5148363113,0.0939999968,0.0260000005,0.2111999989
Gaia DR2 2674036953339013888,324.66048496513787,-3.2226951516106785,21h38m38.52s,-03d13m21.70s,134,352.65450233249294,1.4907772585435741,236.5574798584,19.3199920654,11,143.35136418498303,11.536079314511403,12.4263505936,19.9603843689,13,300.75891193143394,14.234283712073486,21.1291923523,18.5663738251,1.2593352795,0,1.3940105438,0.6403923035,0.7536182404,,,
Gaia DR2 2674176591315928320,325.2227303060792,-2.669367285946288,21h40m53.46s,-02d40m09.72s,147,16729.228459954535,6.749312910323028,2478.6564941406,15.1296758652,15,8733.8629759767,45.369985124543625,192.5030975342,15.4983720779,17,11571.214806411448,16.203328580930528,714.125793457,14.6034727097,1.2137485743,0,0.8948993683,0.3686962128,0.5262031555,0.1949999928,0.1030000001,0.3219999969
Gaia DR2 2674109654250499584,324.52508916356214,-2.9349701988958885,21h38m06.02s,-02d56m05.89s,102,296.0406439111016,1.8557101381711294,159.5295715332,19.5099868774,11,115.26400452810952,10.335763475552714,11.1519584656,20.1971530914,10,285.3796253319488,7.999284443007739,35.6756439209,18.6233634949,1.3533399105,0,1.5737895966,0.687166214,0.8866233826,,,
Gaia DR2 2674085744167501952,324.58788680447253,-3.1390042152254862,21h38m21.09s,-03d08m20.42s,131,5970.150968701326,5.724050431109352,1042.994140625,16.2484016418,12,3452.0678228152897,12.595944366075353,274.0618591309,16.5061893463,14,3757.3664566969064,24.83744563918265,151.2782897949,15.8247108459,1.2075798512,0,0.6814785004,0.2577877045,0.4236907959,0.1805000007,0.0864999965,0.2606999874
Gaia DR2 2674113231958374912,324.54489204587446,-2.800824449113556,21h38m10.77s,-02d48m02.97s,91,1468.7436746442495,2.753091891995047,533.4887695312,17.7709999084,10,715.8402901836414,12.44096444023305,57.5389709473,18.2143478394,8,1046.9712466110784,18.341268015423694,57.0828170776,17.2120838165,1.200217247,0,1.0022640228,0.4433479309,0.5589160919,,,
Gaia DR2 2674051723731215360,325.28055769541334,-3.090674931869124,21h41m07.33s,-03d05m26.43s,105,2735.0557971463027,4.103220398480647,666.5632324219,17.0959510803,11,1483.2736172293346,16.722097796656904,88.7014083862,17.4233341217,11,1799.0664890737607,13.201545380575114,136.2769622803,16.6243019104,1.2000998259,0,0.7990322113,0.3273830414,0.4716491699,,,
Gaia DR2 2674032692731447424,324.79091126926875,-3.2987398617560943,21h39m09.82s,-03d17m55.46s,159,4450.414399931334,3.5604307280526117,1249.9652099609,16.567363739,14,1738.7095546495807,12.778970577590588,136.0602264404,17.2508201599,15,3904.6893402143314,21.67162239582869,180.1752166748,15.782954216,1.2680613995,0,1.4678659439,0.6834564209,0.784409523,0.550999999,0.4185000062,0.6719999909
Gaia DR2 2674023102069244032,324.9911835233598,-3.3143286801171947,21h39m57.88s,-03d18m51.58s,79,102.92607193350672,1.7330033283302728,59.3917350769,20.6570529938,9,97.03891577873067,31.523551337955624,3.0782990456,20.3840236664,9,122.59219083882543,10.707967882392346,11.4486885071,19.540763855,2.133872509,0,0.8432598114,-0.2730293274,1.1162891388,,,
Gaia DR2 2674228921197488896,325.0718150059632,-2.559239283832695,21h40m17.24s,-02d33m33.26s,133,10602.039574569357,5.9212959400006575,1790.4931640625,15.6248922348,13,5320.589865844248,17.881894273520665,297.5406188965,16.0364894867,15,7609.130590777887,22.64535605746546,336.0128479004,15.0585823059,1.219550252,1,0.9779071808,0.4115972519,0.5663099289,0.0130000003,0.0038999999,0.0549999997
Gaia DR2 2674142502160685824,324.6608949208245,-2.6263154941546287,21h38m38.61s,-02d37m34.74s,111,847.1869318480356,1.9441119785393643,435.7706604004,18.3684177399,9,389.82405065335576,15.163468340752,25.7081050873,18.8742160797,8,583.91347851902,16.726321514023066,34.9098548889,17.8460483551,1.1493774652,0,1.0281677246,0.5057983398,0.5223693848,,,
Gaia DR2 2674051380133800320,325.2677859956725,-3.1162554898294936,21h41m04.27s,-03d06m58.52s,115,387.3724795873977,1.5646679981810339,247.5748748779,19.218044281,12,136.1717882458725,11.825130649101242,11.5154571533,20.0161705017,12,378.7825689703264,9.580560067211072,39.5365791321,18.3159446716,1.329351902,0,1.7002258301,0.7981262207,0.9020996094,,,
Gaia DR2 2674064441129783936,325.31569221776056,-2.8915086175891402,21h41m15.77s,-02d53m29.43s,124,4053.9929239534727,3.626970240001294,1117.7353515625,16.6686592102,11,2015.098032553718,17.70398477578601,113.821723938,17.0906486511,12,2899.56930451608,12.248751854816145,236.7236480713,16.106086731,1.2123029232,0,0.9845619202,0.4219894409,0.5625724792,0.0209999997,0.0,0.1019999981
Gaia DR2 2674077837133285120,325.2993789050809,-2.8078181380739995,21h41m11.85s,-02d48m28.15s,137,190.7221135145492,1.3135824690238513,145.1923370361,19.9873638153,12,76.34651058749903,24.014331101049155,3.1792061329,20.6444149017,13,233.77000870703716,10.90787247373029,21.4313106537,18.8399486542,1.6260124445,0,1.8044662476,0.6570510864,1.1474151611,,,
Gaia DR2 2674064436834868352,325.3155707157178,-2.8895049780059523,21h41m15.74s,-02d53m22.22s,122,894.5764297112804,1.8956470724580525,471.9108581543,18.3093223572,11,401.56656867805987,12.175122818258119,32.98254776,18.8419952393,13,738.324878783857,12.781477148041194,57.7652244568,17.5913009644,1.2742247581,0,1.2506942749,0.5326728821,0.7180213928,,,
Gaia DR2 2674228955557230592,325.0497347490736,-2.5506963353341994,21h40m11.94s,-02d33m02.51s,122,332.8092147586722,3.9183062782442,84.9370117188,19.3828773499,6,469.92247072607404,14.705482272635184,31.9555969238,18.6713218689,9,1042.621262412758,21.418024294426463,48.6796188354,17.2166042328,4.5447773933,0,1.4547176361,-0.711555481,2.1662731171,,,
Gaia DR2 2674143051916516096,324.69965030893206,-2.596545557579857,21h38m47.92s,-02d35m47.56s,141,4192.669672980121,11.987060738144082,349.7662963867,16.6321392059,16,1241.8519123514113,7.570654547999139,164.034942627,17.6162128448,16,4478.608858394705,12.8233952468628,349.2529602051,15.6340618134,1.3643957376,0,1.9821510315,0.9840736389,0.9980773926,0.171299994,0.0947000012,0.3037999868
Gaia DR2 2674051723731220480,325.28214885481344,-3.0877807135547486,21h41m07.72s,-03d05m16.01s,95,2097.437179470114,3.1789908557165507,659.7808227539,17.3841438293,10,1129.756369361649,16.889558054153415,66.8908157349,17.7189254761,9,1396.5825131445365,6.310052197622626,221.3266143799,16.8992538452,1.2044885159,0,0.8196716309,0.3347816467,0.4848899841,,,
Gaia DR2 2674050967816915072,325.25507932510544,-3.1378556665556676,21h41m01.22s,-03d08m16.28s,125,4218.062130185409,4.121846615798794,1023.3428344727,16.6255836487,14,2037.7989932213657,17.83717653281819,114.2444839478,17.0784854889,12,3069.374252180604,21.25503199538985,144.4069519043,16.0442962646,1.210786581,0,1.0341892242,0.4529018402,0.581287384,0.0926999971,0.0579000004,0.133100003
Gaia DR2 2674020937405412992,324.8410257000473,-3.3128289455175572,21h39m21.85s,-03d18m46.18s,58,78.73604843280567,1.7368572498353223,45.3324813843,20.9479312897,6,58.14860183434841,9.089923197732771,6.3970398903,20.9400405884,6,51.978454275372165,16.187287598146476,3.211066246,20.4723625183,1.3986866474,0,0.4676780701,-0.0078907013,0.4755687714,,,
Gaia DR2 2674147145020074624,325.00717747171893,-2.538570551202312,21h40m01.72s,-02d32m18.85s,124,11964.995734001306,7.506427434608442,1593.966796875,15.4935846329,13,5873.652154785427,35.57256580227661,165.117477417,15.9291172028,13,8752.550097481106,37.78582992035446,231.6357727051,14.906583786,1.2224160433,0,1.0225334167,0.4355325699,0.5870008469,,,
Gaia DR2 2674078146370599040,325.29119961783863,-2.7837649026396214,21h41m09.89s,-02d47m01.55s,122,1014.2791594684039,2.2866016684975166,443.5749206543,18.1729717255,13,521.1566347549648,21.178830631072742,24.6074314117,18.5589675903,13,709.1406004973711,16.03689721625924,44.2193145752,17.6350898743,1.2129769325,0,0.9238777161,0.3859958649,0.5378818512,,,
Gaia DR2 2674047811016492544,325.15262536707036,-3.2462620523614163,21h40m36.63s,-03d14m46.54s,105,7733.6461876184985,6.6033881948313224,1171.1633300781,15.9674053192,11,4154.198609688468,20.814778998206517,199.579284668,16.3051700592,11,5098.798813057715,22.4086678479918,227.536895752,15.4932498932,1.1964598894,0,0.811920166,0.33776474,0.474155426,0.0130000003,0.0026,0.0640999973
Gaia DR2 2674149339748664576,324.8400148874729,-2.537355768989779,21h39m21.60s,-02d32m14.48s,73,74.64956525830019,1.636970035638531,45.6022796631,21.0057983398,0,,,,,0,,,,,,0,,,,,,
Gaia DR2 2674176140344588544,325.2515088403805,-2.7065713952610824,21h41m00.36s,-02d42m23.66s,92,87.16773815151564,1.9015951396304753,45.8392715454,20.8374767303,5,19.62791883825795,9.874497766296777,1.9877384901,22.1192016602,9,71.40160891526634,8.088510520796268,8.8275346756,20.1276493073,1.0443029404,0,1.9915523529,1.2817249298,0.7098274231,,,
Gaia DR2 2674175006473088896,325.27832583988027,-2.753769932110892,21h41m06.80s,-02d45m13.57s,140,314.45323948335266,1.533208249397544,205.0949249268,19.444475174,13,137.0505350076101,5.506030101262172,24.8909893036,20.009185791,15,249.9594826694232,7.226753096120642,34.5880737305,18.7672462463,1.2307394743,0,1.2419395447,0.5647106171,0.6772289276,,,
Gaia DR2 2674224690654795648,325.1651166632689,-2.6127795923403565,21h40m39.63s,-02d36m46.01s,141,615.4370019956335,1.7605753245808686,349.5658569336,18.7154064178,15,314.58858666620677,15.348175321981044,20.4968070984,19.1070308685,15,411.78952148644976,8.291968374711212,49.6612510681,18.2252311707,1.1802639961,0,0.8817996979,0.3916244507,0.4901752472,,,
Gaia DR2 2674140234417888512,324.5815528472892,-2.719461530056194,21h38m19.57s,-02d43m10.06s,112,295.3208084848947,1.6516140821762912,178.8073883057,19.5126304626,9,96.44568984066869,11.532064119468268,8.3632631302,20.3906803131,8,301.9732000461619,14.636091982065901,20.6320915222,18.5619983673,1.3491053581,0,1.8286819458,0.8780498505,0.9506320953,,,
Gaia DR2 2674147140725662720,325.0139736628671,-2.539722433212048,21h40m03.35s,-02d32m23.00s,55,76.79605905501704,1.8129186147398537,42.3604545593,20.9750175476,3,43.95848717280665,21.36615184955735,2.0573890209,21.2437820435,7,75.30639353708749,15.05632985021615,5.0016436577,20.0698394775,1.5530078411,0,1.1739425659,0.2687644958,0.9051780701,,,
Gaia DR2 2674116427414043264,324.56344222506016,-2.752393625599171,21h38m15.23s,-02d45m08.62s,97,756.3260829619334,2.4957298961675805,303.0480651855,18.4915924072,10,186.17931321373007,9.672275887199149,19.2487602234,19.6765594482,9,856.5892210787084,17.76064908434786,48.2296142578,17.4299888611,1.3787287474,0,2.2465705872,1.184967041,1.0616035461,,,
Gaia DR2 2674109860409384448,324.5237631858781,-2.919831969754236,21h38m05.70s,-02d55m11.40s,101,158.40994021125186,1.5408866873819183,102.8044052124,20.1889095306,7,61.00236342163626,13.419796456412756,4.5456995964,20.8880214691,10,225.21219751161598,15.003567419791683,15.0105762482,18.8804397583,1.80679667,0,2.0075817108,0.6991119385,1.3084697723,,,
Gaia DR2 2674047841080616576,325.16624469729976,-3.236947589300147,21h40m39.90s,-03d14m13.01s,91,541.2298299768289,2.3241397394128027,232.8731842041,18.8549118042,9,270.6175948661709,10.82710499041647,24.9944553375,19.2704982758,10,340.3730668772561,11.713235703477233,29.0588417053,18.4320316315,1.128893137,0,0.8384666443,0.4155864716,0.4228801727,,,
Gaia DR2 2674032658371708288,324.80132632002346,-3.303400717319515,21h39m12.32s,-03d18m12.24s,157,2429.9540886642794,3.349879523170996,725.3854980469,17.2243709564,16,1201.9293307531048,15.177098076538437,79.1936187744,17.6516914368,18,1800.3820194123002,25.301629690197608,71.1567611694,16.6235084534,1.2355424166,0,1.0281829834,0.4273204803,0.6008625031,,,
Gaia DR2 2674147140725724288,325.00566845124797,-2.5373421032139687,21h40m01.36s,-02d32m14.43s,121,255.88769148273448,1.3707754586613385,186.6736755371,19.6682415009,7,72.503587161776,15.161722718849482,4.7820153236,20.7004890442,10,304.7515176592342,7.639498956600987,39.8915596008,18.5520553589,1.4742995501,0,2.1484336853,1.0322475433,1.116186142,,,
Gaia DR2 2674176587021068544,325.22937193289704,-2.6750047121014586,21h40m55.05s,-02d40m30.02s,146,179.01881576223747,1.3903066410187155,128.7621154785,20.0561199188,10,52.19181801984665,9.67236355045784,5.3959736824,21.0573825836,13,233.5942510046028,12.221809278645997,19.112903595,18.8407649994,1.5964024067,0,2.2166175842,1.0012626648,1.2153549194,,,
Gaia DR2 2674024545177965824,325.0996625209284,-3.279377699294441,21h40m23.92s,-03d16m45.76s,111,617.551181442855,2.164739233680856,285.2774047852,18.7116832733,12,317.94450516501706,29.82654718339828,10.6597824097,19.0955104828,11,524.9264005168999,20.465196572981426,25.6497116089,17.9616737366,1.3648600578,0,1.1338367462,0.3838272095,0.7500095367,,,
Gaia DR2 2674085091332471808,324.60208612420445,-3.1620096080333973,21h38m24.50s,-03d09m43.23s,121,13460.328427713825,8.026482082920193,1676.9897460938,15.3657264709,12,6795.720240775975,22.5789667738139,300.9757080078,15.7707996368,14,9565.527949858752,26.559626236088157,360.1529541016,14.8101472855,1.2155162096,0,0.9606523514,0.4050731659,0.5555791855,,,
Gaia DR2 2674142540815162624,324.6661945337714,-2.6202681176293217,21h38m39.89s,-02d37m12.97s,128,6789.055271646811,5.568017989197812,1219.2947998047,16.1088428497,13,3181.980534993267,9.667256517660839,329.1503295898,16.5946445465,14,5107.733508926764,19.681233433224,259.5230407715,15.4913492203,1.2210408449,0,1.1032953262,0.4858016968,0.6174936295,0.0909999982,0.0130000003,0.1369999945
Gaia DR2 2674147346883842176,324.9523520157275,-2.5291333986685567,21h39m48.56s,-02d31m44.88s,76,79.79440142132941,1.2191293738670657,65.4519577026,20.9334354401,6,72.31599440767758,5.123764277774523,14.1138410568,20.7033023834,7,54.13791892835321,12.380256851346621,4.372923851,20.4281654358,1.5847467184,0,0.2751369476,-0.2301330566,0.5052700043,,,
Gaia DR2 2674149236669701504,324.78570438925016,-2.551225225775955,21h39m08.57s,-02d33m04.41s,57,74.60615441370561,1.7153282746847562,43.4938049316,21.0064296722,0,,,,,0,,,,,,0,,,,,,
Gaia DR2 2674090000479790976,324.5488275854826,-3.0665335056805643,21h38m11.72s,-03d03m59.52s,121,1122.2837134961605,2.3093638876567355,485.970916748,18.0631084442,11,480.787162450785,7.76601239623551,61.9091415405,18.6465053558,12,910.9764569971641,22.806269117480017,39.9441261292,17.3631515503,1.2401174307,0,1.2833538055,0.5833969116,0.6999568939,,,
