designation,ra,dec,clon,clat,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper
Gaia DR2 2674038082915216256,324.62822759994,-3.183241583771683,21h38m30.77s,-03d10m59.67s,60,82.50229420358946,2.192113781237919,37.6359558105,20.8972015381,3,53.01142683927096,18.10016536629508,2.928781271,21.0404644012,6,68.44848555554752,11.857664440262194,5.7725100517,20.1735095978,1.4722003937,0,0.8669548035,0.1432628632,0.7236919403,,,
Gaia DR2 2674086805024260992,324.57082131703544,-3.0979643887914174,21h38m17.00s,-03d05m52.67s,122,125.33625651782847,1.4214246015486374,88.1765060425,20.4431743622,9,64.84336494729969,19.43470575150372,3.3364727497,20.821723938,11,117.62349195686463,10.552107645011239,11.1469192505,19.58568573,1.4558186531,0,1.236038208,0.3785495758,0.8574886322,,,
Gaia DR2 2674147724840424192,324.8918391964685,-2.53597358087007,21h39m34.04s,-02d32m09.50s,119,235567.59056786052,51.64338147328833,4561.4287109375,12.2580766678,14,119746.33811400467,181.96500232154767,658.0734863281,12.6557321548,10,167567.80869045173,112.18278227234573,1493.7034912109,11.7014436722,1.2196675539,1,0.9542884827,0.3976554871,0.5566329956,,,
Gaia DR2 2674116320040278144,324.561482539512,-2.7718264708331946,21h38m14.76s,-02d46m18.58s,52,86.0726317052044,1.5426066305335553,55.796875,20.8512039185,4,36.194020571211574,14.877437614615888,2.4328126907,21.4547958374,4,138.53911331924974,34.04402308931559,4.0694108009,19.407989502,2.0300660133,0,2.0468063354,0.6035919189,1.4432144165,,,
Gaia DR2 2674227890405331200,325.105849066801,-2.581230337103792,21h40m25.40s,-02d34m52.43s,131,11020.164953879916,6.592817439983293,1671.541015625,15.5828952789,13,5655.928531103892,21.1840737837872,266.989654541,15.9701280594,14,7703.750987055424,21.901040909154325,351.752746582,15.0451641083,1.2122939825,0,0.9249639511,0.3872327805,0.5377311707,0.0080000004,0.0031999999,0.0432999991
Gaia DR2 2674149339748661760,324.8351597306224,-2.5441311448816237,21h39m20.44s,-02d32m38.87s,149,403.55125199989504,1.4505566626029598,278.2044067383,19.1736183167,15,115.5051914257474,9.254176454903362,12.4814119339,20.1948852539,16,443.41072859198164,12.43187581016409,35.6672439575,18.1449050903,1.3849936724,0,2.0499801636,1.0212669373,1.0287132263,,,
Gaia DR2 2674023205148149888,325.00583920143157,-3.306098408273182,21h40m01.40s,-03d18m21.95s,123,2922.9183759348666,3.667963794014285,796.8776245117,17.0238246918,12,1012.0512527444275,22.169959950400745,45.6496658325,17.8383827209,12,2905.1116682393103,9.999656771431923,290.5211486816,16.104013443,1.340154767,0,1.734369278,0.8145580292,0.9198112488,0.3953000009,0.1959999949,0.486499995
Gaia DR2 2674085744167501568,324.5928752615835,-3.1376119212458105,21h38m22.29s,-03d08m15.40s,136,120161.40344913887,57.114673340687204,2103.8623046875,12.9889535904,14,66151.41057794275,136.4846019126217,484.6803894043,13.3000402451,15,78524.98395967894,65.36369230132529,1201.3547363281,12.5244007111,1.2040171623,0,0.775639534,0.3110866547,0.4645528793,0.0604999997,0.0208999999,0.0935999975
Gaia DR2 2674024961790353280,325.12204676251554,-3.2599462521361775,21h40m29.29s,-03d15m35.81s,110,267.8299154019875,1.6361518031418938,163.695022583,19.6187171936,11,53.327040509719055,13.637388871254801,3.9103555679,21.0340194702,10,355.0089410987247,8.645773232291939,41.0615615845,18.3863220215,1.5246093273,0,2.6476974487,1.4153022766,1.2323951721,,,
Gaia DR2 2674139925183315840,324.5817426430542,-2.7302101783460166,21h38m19.62s,-02d43m48.76s,48,78.43846268309699,1.6701015452201227,46.9662818909,20.9520435333,4,46.54378854546141,14.358765561757354,3.2414896488,21.1817340851,6,40.71912025913951,12.976956487205525,3.137802124,20.7374248505,1.112501502,0,0.4443092346,0.2296905518,0.2146186829,,,
Gaia DR2 2674033616148905216,324.7312965013019,-3.266893603885844,21h38m55.51s,-03d16m00.82s,130,863.9366432131815,1.9549257479871045,441.9281005859,18.3471603394,13,209.77642406880173,17.76661130695578,11.8073406219,19.5469970703,13,1047.4759529585842,13.746953169551965,76.1969528198,17.2115592957,1.4552599192,0,2.3354377747,1.199836731,1.1356010437,,,
Gaia DR2 2674050967816921600,325.25337641788656,-3.131110248002522,21h41m00.81s,-03d07m52.00s,115,460.51773403131847,1.3800527856268023,333.6957397461,19.0302505493,13,90.38202096240558,7.54861646610568,11.9733228683,20.461183548,13,561.6136638880599,9.981625700591913,56.2647476196,17.8883266449,1.4157884121,0,2.5728569031,1.4309329987,1.1419239044,,,
Gaia DR2 2674113262023203840,324.5540113392294,-2.7887124041813034,21h38m12.96s,-02d47m19.36s,98,144.7990767171116,1.3219854421550115,109.5315246582,20.2864513397,10,53.01648869045167,10.617632782078722,4.9932494164,21.0403614044,9,170.42051970586968,10.708924300770548,15.9138784409,19.1831150055,1.5430830717,0,1.8572463989,0.7539100647,1.1033363342,,,
Gaia DR2 2674175388725080832,325.25081267673494,-2.714636093101275,21h41m00.20s,-02d42m52.69s,138,9357.689874385924,5.7145882344960235,1637.5090332031,15.7604436874,14,4975.762185916243,11.582358201388155,429.5983581543,16.1092395782,14,6249.2494300074795,15.551744872851632,401.8359069824,15.2723503113,1.1995494366,0,0.836889267,0.3487958908,0.4880933762,0.0822999999,0.0476000011,0.1634999961
Gaia DR2 2674033719228111744,324.75127537430154,-3.277440625459572,21h39m00.31s,-03d16m38.79s,132,370.6363223250573,1.8197757783541622,203.6714172363,19.2659950256,13,226.12437389921755,45.03010836745649,5.0216264725,19.4655189514,10,322.72014243553565,7.813585183485714,41.3024406433,18.4898548126,1.4808168411,0,0.9756641388,0.1995239258,0.776140213,,,
Gaia DR2 2674147312524355456,324.9399105595222,-2.534340853639754,21h39m45.58s,-02d32m03.63s,130,166.57848976230474,1.401676575028578,118.8423156738,20.1343193054,9,65.15000010460373,16.378200777090118,3.9778485298,20.8166027069,10,205.57814829252652,5.779455897969342,35.5705032349,18.9794769287,1.6252287626,0,1.8371257782,0.6822834015,1.1548423767,,,
Gaia DR2 2674148897366754176,324.7383168659501,-2.578890038110037,21h38m57.20s,-02d34m44.00s,138,7081.946170152616,5.930665508009489,1194.1232910156,16.0629844666,14,3719.2454748036444,18.777119317292332,198.0732727051,16.4252510071,12,4852.19880231394,19.831432784590106,244.6721191406,15.5470733643,1.2103233337,0,0.8781776428,0.3622665405,0.5159111023,0.1083000004,0.0405000001,0.1852999926
Gaia DR2 2674023106364483840,324.99423248471186,-3.3092933924975285,21h39m58.62s,-03d18m33.46s,128,3600.7706574825047,4.410436924904972,816.4204101562,16.7973766327,13,1957.9664993977503,29.1972124194637,67.0600509644,17.1218757629,13,2528.711600332861,20.495798521264415,123.3770751953,16.2546710968,1.2460327148,0,0.8672046661,0.3244991302,0.5427055359,0.0839999989,0.0189999994,0.1959999949
Gaia DR2 2674113231958374784,324.54868690079115,-2.8028440827391448,21h38m11.68s,-02d48m10.24s,104,153.5766688396747,1.5593922453069908,98.4849472046,20.2225532532,7,54.33994469081353,16.129227419869533,3.3690357208,21.013589859,7,141.30653125964255,15.441710971020846,9.1509637833,19.3865146637,1.2739335299,0,1.6270751953,0.7910366058,0.8360385895,,,
Gaia DR2 2674086873743566976,324.5646397050236,-3.0881021922590426,21h38m15.51s,-03d05m17.17s,121,235.74568883844125,1.6992978566039705,138.7312316895,19.7572555542,10,79.85769072561892,9.834448173824292,8.1202001572,20.5955963135,12,297.2273770537185,6.353511731033826,46.7815895081,18.5791988373,1.5995417833,0,2.0163974762,0.8383407593,1.1780567169,,,
Gaia DR2 2674143051916515840,324.70774778746,-2.596602737325389,21h38m49.86s,-02d35m47.77s,137,197.50057687881753,1.120387458570079,176.2788238525,19.9494457245,14,76.83242154015825,8.956273060218189,8.5786151886,20.6375274658,13,136.49560051679276,9.883290617407967,13.8107442856,19.424123764,1.0801386833,0,1.2134037018,0.6880817413,0.5253219604,,,
Gaia DR2 2674090309718189312,324.54284196997367,-3.0286232514813705,21h38m10.28s,-03d01m43.04s,60,89.24315653322667,2.7068488644618984,32.9693908691,20.8119277954,3,16.8651274976787,4.0612572775002205,4.1526861191,22.283914566,6,74.62046575411624,19.932588628733004,3.7436413765,20.0797748566,1.0251272917,0,2.2041397095,1.4719867706,0.7321529388,,,
Gaia DR2 2674048700074096768,325.18125452928734,-3.2177126237727753,21h40m43.50s,-03d13m03.77s,79,481.4382943084609,2.1473415192782666,224.2020111084,18.9820137024,8,180.94026141504622,8.885825940460593,20.3627967834,19.7075500488,9,366.2000694746095,17.79327439708298,20.5808143616,18.3526229858,1.1364703178,0,1.354927063,0.7255363464,0.6293907166,,,
Gaia DR2 2674064441129350784,325.3113519540536,-2.8903473694676927,21h41m14.72s,-02d53m25.25s,42,67.8706368395199,1.2812451410621917,52.97240448,21.109161377,0,,,,,0,,,,,,2,,,,,,
Gaia DR2 2674224621935317760,325.16706687705727,-2.6202416834652666,21h40m40.10s,-02d37m12.87s,87,86.83393183250175,1.4491784396230871,59.919418335,20.8416423798,5,107.24005774946194,57.63949611433138,1.8605308533,20.2754955292,7,55.76055921906584,6.3013055422236715,8.8490486145,20.3961029053,1.8771535158,0,-0.1206073761,-0.5661468506,0.4455394745,,,
Gaia DR2 2674064265036146688,325.31282620400617,-2.9138912668017407,21h41m15.08s,-02d54m50.01s,119,643.1253507233562,1.872427483650918,343.4714355469,18.6676273346,12,131.6549921331121,15.300250178629355,8.6047611237,20.0527954102,12,735.1186403249307,10.977642264813134,66.9650726318,17.5960254669,1.3477522135,0,2.4567699432,1.3851680756,1.0716018677,,,
Gaia DR2 2674147175085146880,324.987483830146,-2.539053274487766,21h39m57.00s,-02d32m20.59s,130,146.8918230310672,1.371426557388513,107.1087799072,20.2708721161,12,112.0470589357912,25.137284675886406,4.4574050903,20.2278862,12,84.6254571384297,9.006862026316096,9.3956651688,19.9431667328,1.3388935328,0,0.2847194672,-0.0429859161,0.3277053833,,,
Gaia DR2 2674050761658456960,325.2321294949611,-3.1632334288489394,21h40m55.71s,-03d09m47.64s,110,593.5748474111622,2.0240955716379907,293.2543640137,18.7546768188,12,275.89835444032866,10.907841399106886,25.2935791016,19.2495155334,12,476.0193147566914,10.8434442159667,43.8992729187,18.0678577423,1.2667613029,0,1.1816577911,0.4948387146,0.6868190765,,,
Gaia DR2 2674033409990468480,324.7446306743484,-3.2749064435530815,21h38m58.71s,-03d16m29.66s,129,188.22326157855449,1.5072909874847835,124.8751983643,20.0016822815,11,115.40675478718988,9.248134420368741,12.4789228439,20.195810318,9,88.84519981387716,7.159086478538146,12.4101305008,19.890335083,1.0851578712,0,0.305475235,0.1941280365,0.1113471985,,,
Gaia DR2 2674149236669442048,324.793029094357,-2.5546774657537052,21h39m10.33s,-02d33m16.84s,128,230.1852856253244,1.5262973730701248,150.8128662109,19.7831726074,14,77.96970516759498,14.145007938095848,5.5121712685,20.6215724945,12,215.58367816669167,16.04509342666022,13.4361124039,18.9278812408,1.2752916813,0,1.6936912537,0.8383998871,0.8552913666,,,
Gaia DR2 2674064333755640960,325.3122384253021,-2.898930662306242,21h41m14.94s,-02d53m56.15s,114,110.80255636267407,1.2162459758806892,91.1020965576,20.5769920349,10,71.07781635192795,11.516354771909725,6.1719021797,20.7220535278,10,63.23964928704008,7.4171890927274795,8.526093483,20.2594470978,1.2122235298,0,0.4626064301,0.1450614929,0.3175449371,,,
Gaia DR2 2674051826810456448,325.2840096653637,-3.0733773643872078,21h41m08.16s,-03d04m24.16s,96,763.8584921543251,2.2663851473554497,337.0382385254,18.4808330536,10,317.36375138546106,26.980567981017217,11.7626791,19.0974941254,10,668.4125443599258,10.721494759637448,62.3432235718,17.6993083954,1.2905220985,0,1.39818573,0.6166610718,0.7815246582,,,
Gaia DR2 2674147110660337664,324.9972375186441,-2.5405256295989873,21h39m59.34s,-02d32m25.89s,130,4911.116687346209,4.1640985118811775,1179.3948974609,16.4604148865,13,2601.5425997916273,23.00702934808648,113.0759887695,16.8133106232,13,3399.7431023926374,18.168575965143244,187.1221618652,15.9333047867,1.2219798565,0,0.8800058365,0.3528957367,0.5271100998,0.212500006,0.1585000008,0.3528999984
Gaia DR2 2674223866021190144,325.1852728775424,-2.635334034965294,21h40m44.47s,-02d38m07.20s,122,110.13798161033135,1.0711783501137395,102.8194656372,20.5835227966,9,59.02353851252946,20.86118902741981,2.8293468952,20.9238243103,12,132.472469499685,8.833751054552447,14.9961738586,19.4566059113,1.7386918068,0,1.467218399,0.3403015137,1.1269168854,,,
Gaia DR2 2674175354365340928,325.2571420370418,-2.722705607383186,21h41m01.71s,-02d43m21.74s,132,109.34367936255232,1.145949480872226,95.4175415039,20.591381073,0,,,,,0,,,,,,2,,,,,,
Gaia DR2 2674085671152654720,324.5984079055405,-3.1488729592200677,21h38m23.62s,-03d08m55.94s,110,482.8874603212404,1.9984876805871477,241.6264343262,18.9787502289,11,195.8352349785483,10.459472489576095,18.723241806,19.6216602325,12,399.8594401287967,8.280321535003056,48.2903289795,18.2571525574,1.2336097956,0,1.3645076752,0.6429100037,0.7215976715,,,
Gaia DR2 2674023205148150272,325.0162649096037,-3.3054333599868104,21h40m03.90s,-03d18m19.56s,122,517.7868578664165,1.8935613557523099,273.4460449219,18.9029884338,12,240.4071178724301,26.95867445086795,8.9176168442,19.3990192413,13,425.08782026471744,14.56764777881758,29.1802654266,18.1907234192,1.2852680683,0,1.2082958221,0.4960308075,0.7122650146,,,
Gaia DR2 2674113231958364288,324.5505812381798,-2.794354542172597,21h38m12.14s,-02d47m39.68s,88,59060.5629884088,17.119609938621114,3449.8779296875,13.7601213455,10,30364.19966411655,75.58534052558191,401.7207641602,14.1454839706,9,41133.544284832744,59.0527805924303,696.5556030273,13.2264299393,1.2105835676,0,0.9190540314,0.3853626251,0.5336914062,,,
Gaia DR2 2674112437389804288,324.5377441611572,-2.8387267226440227,21h38m09.06s,-02d50m19.42s,107,137.05495749098586,1.4281442964523225,95.9671630859,20.3461284637,7,50.85630203889904,12.789278453723158,3.9764792919,21.0855255127,11,171.14838652041877,6.97422032732688,24.540145874,19.1784877777,1.6198223829,0,1.907037735,0.739397049,1.167640686,,,
Gaia DR2 2674097044226429056,324.5357741391498,-3.002745997500109,21h38m08.59s,-03d00m09.89s,113,1150.5608418041418,2.390646458314886,481.2760314941,18.0360908508,11,297.349635060205,8.938770088819506,33.2651634216,19.16822052,12,1300.9405216511002,27.039683473757748,48.1122703552,16.9762763977,1.3891400099,0,2.1919441223,1.1321296692,1.0598144531,,,
Gaia DR2 2674109207573877120,324.5290041231387,-2.9538371536346113,21h38m06.96s,-02d57m13.81s,98,556.5218779970837,2.3273716770845976,239.1203308105,18.8246593475,9,176.78944759745303,11.078590790167473,15.9577560425,19.7327480316,10,607.3744767706575,8.360804912493956,72.6454544067,17.8032779694,1.4090441465,0,1.9294700623,0.9080886841,1.0213813782,,,
Gaia DR2 2674147346884094080,324.94987390149504,-2.533664102654482,21h39m47.97s,-02d32m01.19s,39,69.55045336456878,1.643327480645807,42.3229408264,21.0826148987,0,,,,,0,,,,,,1,,,,,,
Gaia DR2 2674224896813343616,325.1535798890956,-2.6088065406598293,21h40m36.86s,-02d36m31.70s,150,154.0582402740553,1.3331260641634493,115.5616455078,20.2191524506,10,59.44775892679887,23.182856966578417,2.5642981529,20.9160499573,13,216.10219217058608,7.2952660935716045,29.6222496033,18.9252719879,1.7886090279,0,1.9907779694,0.6968975067,1.2938804626,,,
Gaia DR2 2674223801596450176,325.1978307280458,-2.6466095964101326,21h40m47.48s,-02d38m47.79s,138,3062.79209499576,3.209350856176869,954.3338012695,16.973072052,12,1584.524621283358,23.179840958760437,68.3578720093,17.3516407013,13,2151.2056707551938,16.471254268157868,130.6036376953,16.4302158356,1.2197139263,0,0.9214248657,0.3785686493,0.5428562164,0.3686999977,0.3143999875,0.3912999928
Gaia DR2 2674049249829948672,325.21779622176024,-3.182125227364297,21h40m52.27s,-03d10m55.65s,78,1009.6633192575194,3.0332089969841554,332.8696899414,18.1779251099,8,502.08808777166837,13.782800344814158,36.4285964966,18.5994377136,8,739.7880822414932,17.45863926151135,42.373752594,17.5891513824,1.2299903631,0,1.0102863312,0.4215126038,0.5887737274,,,
Gaia DR2 2674142403376240384,324.6441393528881,-2.6461992580138984,21h38m34.59s,-02d38m46.32s,106,43830.09939644904,13.386308732810756,3274.2482910156,14.0839347839,11,20483.22985506678,21.398075419065343,957.2463378906,14.572892189,11,33618.27890577612,38.97173264109896,862.6323852539,13.4454813004,1.2343460321,0,1.1274108887,0.4889574051,0.6384534836,,,
Gaia DR2 2674050864737686272,325.24259172704893,-3.1506007727595287,21h40m58.22s,-03d09m02.16s,71,92.32871111603804,1.4797862491415668,62.3932762146,20.7750244141,7,66.28160268881513,10.750341013182979,6.1655349731,20.7979049683,7,60.26710194966507,10.74749874689963,5.6075468063,20.3117198944,1.3706321716,0,0.4861850739,0.0228805542,0.4633045197,,,
Gaia DR2 2674112746627082240,324.5387009456149,-2.831885329285811,21h38m09.29s,-02d49m54.79s,104,993.1424926803787,2.4897477589199157,398.8928222656,18.1958370209,10,342.8140426415829,8.110439982057105,42.2682418823,19.0137424469,11,946.9445193263157,12.227893281917753,77.4413452148,17.3211078644,1.2986642122,0,1.6926345825,0.817905426,0.8747291565,,,
Gaia DR2 2674050761658456832,325.232374780786,-3.1650541616120638,21h40m55.77s,-03d09m54.19s,111,897.7514372625878,2.300361635918035,390.2653503418,18.305475235,13,402.7435551491096,13.0998331779881,30.7441749573,18.8388175964,11,647.7037133434395,14.173203610267846,45.6991767883,17.7334785461,1.1700869799,0,1.1053390503,0.5333423615,0.5719966888,,,
Gaia DR2 2674113231958363520,324.5458501901926,-2.8060266404167558,21h38m11.00s,-02d48m21.70s,105,65263.4840457504,19.018051821980524,3431.6599121094,13.6516904831,12,31748.56652151121,83.74075319092076,379.1292114258,14.0970783234,12,47683.88596636712,62.800587531582615,759.2904663086,13.065990448,1.2171040773,0,1.0310878754,0.4453878403,0.5857000351,0.0074999998,0.0026,0.0156999994
Gaia DR2 2674076290944638848,325.30932082503523,-2.8620951042512397,21h41m14.24s,-02d51m43.54s,113,2735.620575893948,3.5119594708490935,778.9442138672,17.0957260132,11,1436.0329497505697,21.65378056912603,66.3178863525,17.4584770203,12,1851.734315507114,8.404981453235374,220.3139038086,16.5929737091,1.20183599,0,0.8655033112,0.3627510071,0.5027523041,,,
Gaia DR2 2674142399081461504,324.6477782966191,-2.6419442858375546,21h38m35.47s,-02d38m31.00s,52,74.58138854307907,1.3943836376361443,53.4869918823,21.0067901611,0,,,,,0,,,,,,1,,,,,,
Gaia DR2 2674149339748979712,324.8371958272883,-2.5408729581032747,21h39m20.93s,-02d32m27.14s,104,106.0764183731438,1.0911820293362582,97.2123947144,20.6243190765,4,60.43450545858909,3.0611533379910107,19.7423973083,20.8981761932,8,128.27350308140794,12.830889326013466,9.9972419739,19.4915771484,1.7789816856,0,1.4065990448,0.2738571167,1.1327419281,,,
Gaia DR2 2674021006124893056,324.8330738621774,-3.3082738065269974,21h39m19.94s,-03d18m29.79s,138,232.2407055057112,1.650860799587506,140.6785583496,19.773519516,9,149.5592149816182,8.649457115641987,17.2911682129,19.9143543243,12,130.34879202550104,4.300888932106133,30.3074073792,19.4741516113,1.205249548,0,0.440202713,0.1408348083,0.2993679047,,,
Gaia DR2 2674116216960715264,324.5554365893146,-2.7785439928365183,21h38m13.30s,-02d46m42.76s,97,149.399563932,1.400789528920125,106.6538238525,20.2524929047,9,75.29108700977774,4.550685448413947,16.5450000763,20.6595287323,8,112.80704133585105,15.878911078596293,7.1042051315,19.6310787201,1.2590272427,0,1.0284500122,0.4070358276,0.6214141846,,,
Gaia DR2 2674026022646690176,324.9744336532399,-3.3146662985447413,21h39m53.86s,-03d18m52.80s,95,531.6057875721724,2.082527406155692,255.26953125,18.8743915558,9,265.90808312028963,13.809476058165023,19.2554798126,19.2895584106,8,395.4611171339497,6.454301004710872,61.270942688,18.2691612244,1.2440971136,0,1.0203971863,0.4151668549,0.6052303314,,,
Gaia DR2 2674032963314163200,324.771397485573,-3.2890506772754513,21h39m05.14s,-03d17m20.58s,132,160.97460452097093,1.3512519986601284,119.1299667358,20.1714725494,7,51.217814416808174,13.406577304967847,3.8203496933,21.077835083,13,229.9472644421095,20.868514188842003,11.0188617706,18.8578491211,1.7466424704,0,2.2199859619,0.9063625336,1.3136234283,,,
Gaia DR2 2674142399081459840,324.6449681546327,-2.644127672705598,21h38m34.79s,-02d38m38.86s,109,374.3328741653297,1.8372979937838843,203.7409667969,19.2552204132,10,175.09701476637568,15.064650272475221,11.6230392456,19.7431907654,8,357.78555976163085,15.62669423123284,22.8957939148,18.3778629303,1.4235527515,0,1.3653278351,0.4879703522,0.8773574829,,,
Gaia DR2 2674024476458477184,325.0552766835716,-3.294866228001098,21h40m13.27s,-03d17m41.52s,143,1637.0026128377217,2.7670568655209586,591.6042480469,17.6532421112,14,883.8330725306326,10.598324443038564,83.393661499,17.9854621887,14,1102.1944290089334,12.759668045455205,86.3811187744,17.1562747955,1.2132097483,0,0.8291873932,0.3322200775,0.4969673157,,,
Gaia DR2 2674148893072047744,324.73201101533675,-2.5796667556637836,21h38m55.68s,-02d34m46.80s,123,1961.6987811265315,3.3493045240639816,585.7033081055,17.456785202,14,662.5957994466033,14.51792569622049,45.6398391724,18.2982673645,14,1854.6732376488212,9.672843691794808,191.7402191162,16.5912513733,1.2832087278,0,1.7070159912,0.8414821625,0.8655338287,,,
Gaia DR2 2674090240998170240,324.5453527709685,-3.0446388052766573,21h38m10.88s,-03d02m40.70s,138,233.20539749263327,1.7763117610451804,131.2863006592,19.7690200806,9,146.97257248738555,7.954372318984339,18.4769535065,19.933298111,12,150.53675088905004,6.820709499655351,22.0705413818,19.3178138733,1.2757394314,0,0.6154842377,0.1642780304,0.4512062073,,,
Gaia DR2 2674032688436254848,324.7877257752624,-3.295621229719908,21h39m09.05s,-03d17m44.24s,147,146.30188747792323,1.2736130218755939,114.8715362549,20.2752418518,10,59.03151678390902,10.594753296494204,5.5717687607,20.9236774445,12,197.57200541685583,8.401475061757232,23.5163478851,19.022605896,1.7539317608,0,1.9010715485,0.6484355927,1.2526359558,,,
Gaia DR2 2674143051916518400,324.7095746753187,-2.592524608813518,21h38m50.30s,-02d35m33.09s,139,4042.6373001629545,3.6635455354439515,1103.4766845703,16.6717033386,15,2166.2846989922928,11.52890453700378,187.9003143311,17.0121002197,15,2722.0053031743932,25.909640875543754,105.0576248169,16.174697876,1.2091834545,0,0.8374023438,0.3403968811,0.4970054626,0.0296999998,0.0078999996,0.0719999969
Gaia DR2 2674078150665497088,325.28712890444723,-2.779223974628671,21h41m08.91s,-02d46m45.21s,79,89.5102887640117,1.3117497823664686,68.2373199463,20.8086833954,5,33.01761949031524,14.477978605054172,2.2805407047,21.554523468,8,55.897961982098536,11.487576127279583,4.8659491539,20.3934307098,0.9933559895,0,1.1610927582,0.7458400726,0.4152526855,,,
Gaia DR2 2674038014195489024,324.63188336846486,-3.193132474242185,21h38m31.65s,-03d11m35.28s,121,293.0347540304481,1.993938988628911,146.9627532959,19.521068573,13,162.50197341032148,15.782924236280481,10.2960624695,19.8242416382,12,249.5192348537312,16.160705966844592,15.439871788,18.769159317,1.4060488939,0,1.0550823212,0.3031730652,0.751909256,,,
Gaia DR2 2674147827920177536,324.8746765553998,-2.5338057337181614,21h39m29.92s,-02d32m01.70s,120,127.10316523980401,1.1565503220812599,109.8985137939,20.4279747009,9,65.45595714223164,15.558405260686984,4.2071123123,20.8115158081,12,125.0039902357946,12.55705843694273,9.9548788071,19.5196094513,1.4984673262,0,1.2919063568,0.3835411072,0.9083652496,,,
Gaia DR2 2674086809319394304,324.56733728054115,-3.099922392188328,21h38m16.16s,-03d05m59.72s,127,2131.0733247934786,3.0261078977182434,704.2291259766,17.3668689728,12,1151.7983676971812,32.2701289977719,35.692401886,17.6979465485,13,1431.6266798254148,13.264209424959077,107.9315490723,16.8723449707,1.2122647762,0,0.8256015778,0.3310775757,0.4945240021,,,
Gaia DR2 2674147729135636352,324.8977684739716,-2.5316333363019834,21h39m35.46s,-02d31m53.88s,132,5325.08630328881,5.1143061814179855,1041.2138671875,16.372549057,12,1894.5454120105028,13.380998557876776,141.5847625732,17.1576251984,13,5063.019186334653,15.115602146292547,334.9531860352,15.5008964539,1.306563735,0,1.6567287445,0.7850761414,0.8716526031,0.4183000028,0.3576000035,0.5716000199
Gaia DR2 2674033620444388096,324.72084348731215,-3.2647711328041815,21h38m53.00s,-03d15m53.18s,132,31813.08540336506,9.355649880733573,3400.4143066406,14.431851387,15,17060.276885576677,40.07662966519878,425.69140625,14.7714233398,14,21555.06849715745,43.61482648647558,494.2142333984,13.9280462265,1.2138195038,0,0.8433771133,0.3395719528,0.5038051605,0.0384999998,0.0078999996,0.0756999999
Gaia DR2 2674223797302801920,325.1989360292613,-2.6453263195008287,21h40m47.74s,-02d38m43.17s,129,104.5500251700965,1.5018867889748402,69.6124572754,20.6400547028,6,77.90287547771187,7.040328065023908,11.0652341843,20.622505188,14,133.34540267857426,9.385443827555994,14.2076826096,19.4494743347,2.02054739,0,1.1730308533,-0.0175495148,1.190580368,,,
Gaia DR2 2674023205148147968,325.0089223670389,-3.309277780854649,21h40m02.14s,-03d18m33.40s,121,840.4322647308221,2.242753981956834,374.7322692871,18.3771095276,12,412.7782006525205,13.615167145532622,30.317527771,18.8120956421,12,673.1292714285541,8.541821392507465,78.8039474487,17.6916732788,1.2920820713,0,1.1204223633,0.4349861145,0.6854362488,,,
Gaia DR2 2674025094934088832,325.1429622715894,-3.2509188518731587,21h40m34.31s,-03d15m03.31s,83,113.03572264920894,1.4532039449992311,77.7837982178,20.5553264618,6,63.08855202158359,14.002288159467154,4.5055885315,20.8515110016,8,154.70778064234136,26.72983662750227,5.7878313065,19.2881393433,1.9267920256,0,1.5633716583,0.2961845398,1.2671871185,,,
Gaia DR2 2674224896813226880,325.1542489991846,-2.6067006264985095,21h40m37.02s,-02d36m24.12s,139,170.07017765285303,1.3790285591605134,123.3260726929,20.1117954254,15,94.15528567890235,12.743043127025887,7.3887600899,20.4167766571,15,86.74884413219142,8.4173380152958,10.3059711456,19.916261673,1.0637028217,0,0.5005149841,0.3049812317,0.1955337524,,,
Gaia DR2 2674147346884094464,324.9559101985727,-2.5319520040727297,21h39m49.42s,-02d31m55.03s,131,183.462476476374,1.3786022782516312,133.0786132812,20.0294971466,11,56.35208518870142,6.0355501557469955,9.3366937637,20.9741134644,15,174.98007301965004,8.227821482710658,21.2668781281,19.1544475555,1.2609235048,0,1.8196659088,0.9446163177,0.8750495911,,,
Gaia DR2 2674143051916786304,324.6975499476125,-2.5994482223367394,21h38m47.41s,-02d35m58.01s,94,102.8439341155779,1.0431688195128284,98.5880050659,20.6579189301,4,73.52092571426157,25.004984337855717,2.9402508736,20.6853599548,9,65.25642658455445,11.956410193430209,5.4578609467,20.2253608704,1.3493975401,0,0.4599990845,0.0274410248,0.4325580597,,,
