solution_id,designation,ra,dec,clon,clat,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp
1635721458409799680,Gaia DR2 305019437672163456,29.787717881943397,33.36043722596942,01h59m09.05s,33d21m37.57s,121.08731009090032,2.0407775351389095,20.4806194305,38.42870839776319,2.8726274435057353,21.389749527,171.0428537403021,8.054707518248296,19.1791572571,1.7299216986,2.2105922699,0.9091300964,1.3014621735
1635721458409799680,Gaia DR2 305019472031286016,29.791350436758687,33.35834348443599,01h59m09.92s,33d21m30.04s,19743.019287155537,9.970004693585576,14.9498319626,10883.467343194576,28.119858456523026,15.259469986,13070.075760754637,31.835852960681297,14.4712247849,1.2132664919,0.7882452011,0.3096380234,0.4786071777
1635721458409799680,Gaia DR2 305019472031549696,29.78777069293478,33.36668206695309,01h59m09.06s,33d22m00.06s,143.92259986217056,1.8962869855001157,20.2930431366,149.95253128024885,19.775567328510288,19.9115028381,393.5592585128397,10.95777081764643,18.274394989,3.7764172554,1.6371078491,-0.3815402985,2.0186481476
1635721458409799680,Gaia DR2 305019437671798912,29.778756652538544,33.351321785163286,01h59m06.90s,33d21m04.76s,456.6121071622125,2.4964610256655306,19.0394973755,104.62794259529973,17.832105366369383,20.3022689819,522.4162940958033,11.35619485958995,17.966878891,1.3732535839,2.3353900909,1.2627716064,1.0726184845
1635721458409799680,Gaia DR2 305019441967522304,29.783746839369407,33.34809140637724,01h59m08.10s,33d20m53.13s,181.50748570739705,3.9032053425508093,20.0411300659,79.09532313342417,24.160413303954275,20.606010437,248.6174445726068,15.993984053032333,18.7730903625,1.8055055141,1.8329200745,0.5648803711,1.2680397034
1635721458409799680,Gaia DR2 305019643832107392,29.77814961169422,33.36515999647457,01h59m06.76s,33d21m54.58s,72.88179762391493,2.3950784283559674,21.0318183899,,,,,,,,,,
1635721458409799680,Gaia DR2 305019373248045312,29.798687959385724,33.348455590972144,01h59m11.69s,33d20m54.44s,1116.9581281482413,2.9434807662439932,18.0682735443,547.4158348591747,9.635042175108001,18.5055942535,833.3350129928642,12.433102480298444,17.4598712921,1.2361706495,1.0457229614,0.4373207092,0.6084022522
1635721458409799680,Gaia DR2 305019403312424960,29.80320148448636,33.36022125976146,01h59m12.77s,33d21m36.80s,194.6745507217952,1.747106508340226,19.9650936127,31.43402953506299,8.830499235106492,21.6078872681,210.0512928758732,14.254333913359773,18.9561061859,1.2404565811,2.6517810822,1.6427936554,1.0089874268
1635721458409799680,Gaia DR2 305019059716555392,29.778876620178885,33.34435859654479,01h59m06.93s,33d20m39.69s,120.12572494229538,1.770828536229561,20.4892749786,,,,,,,,,,
1635721458409799680,Gaia DR2 305019643830240384,29.77061213942666,33.36549685775037,01h59m04.95s,33d21m55.79s,6339.878999669743,6.575664453933331,16.1831626892,3126.2636964081375,19.105326098724444,16.6138248444,4595.5173159659735,16.311284046103406,15.6060838699,1.2179697752,1.0077409744,0.4306621552,0.5770788193
1635721458409799680,Gaia DR2 305019643833282816,29.769072963533993,33.3655873654724,01h59m04.58s,33d21m56.11s,1012.957128152649,2.5942095784159656,18.1743888855,530.6813369906654,11.095436533953437,18.5393028259,743.3861754960275,15.77013112956605,17.5838832855,1.2577704191,0.9554195404,0.3649139404,0.5905056
1635721458409799680,Gaia DR2 305019403312062592,29.808352852337176,33.353864465940916,01h59m14.00s,33d21m13.91s,443.72621881338813,2.0481756430577316,19.0705776215,218.67160669177116,12.879820860526964,19.5019073486,309.8920993865501,6.160607382631561,18.5338935852,1.1911933422,0.9680137634,0.4313297272,0.5366840363
1635721458409799680,Gaia DR2 305019575110767872,29.802621349203882,33.37132822657257,01h59m12.63s,33d22m16.78s,355.15807967901867,2.2357786667115906,19.3123111725,117.19737785244612,14.47491127135886,20.1790943146,355.82690564733656,10.154993681892243,18.3838233948,1.3318697214,1.7952709198,0.8667831421,0.9284877777
1635721458409799680,Gaia DR2 305019064010426368,29.770154842214918,33.345870181360134,01h59m04.84s,33d20m45.13s,80.65505928748162,1.7625108380677978,20.921787262,43.16036635445803,32.14734431973231,21.2636756897,37.19108688118193,7.979764970307529,20.8358230591,0.9962357283,0.4278526306,0.3418884277,0.0859642029
1635721458409799680,Gaia DR2 305018990995191296,29.786457559261272,33.338612566800954,01h59m08.75s,33d20m19.01s,465.57339556961466,2.261745094185208,19.0183944702,264.3054247605985,7.831533482445783,19.2961235046,325.1849161638125,10.260653605402851,18.4815940857,1.2661598921,0.8145294189,0.2777290344,0.5368003845
1635721458409799680,Gaia DR2 305019270168829824,29.76423855856504,33.36089227532489,01h59m03.42s,33d21m39.21s,59126.54300327076,22.94938515736704,13.7589092255,31784.528704963395,51.12199189450983,14.0958490372,39426.265978963376,80.60500282758076,13.2724561691,1.2043794394,0.823392868,0.3369398117,0.4864530563
1635721458409799680,Gaia DR2 305019712553716992,29.770283837789723,33.374667058065235,01h59m04.87s,33d22m28.80s,104.9575977742667,1.9221560969128226,20.6358318329,35.02182206353061,6.841406850261026,21.4905414581,154.70695795543327,22.29552374757585,19.2881450653,1.8076707125,2.2023963928,0.8547096252,1.3476867676
1635721458409799680,Gaia DR2 305019678189988608,29.773935529365136,33.376876952077936,01h59m05.74s,33d22m36.76s,144.11897825352213,1.9075974775627627,20.2915630341,74.78455807970833,12.514128757167935,20.6668586731,97.33878620021245,16.53049600631429,19.7912044525,1.1943142414,0.8756542206,0.375295639,0.5003585815
1635721458409799680,Gaia DR2 305019334592592768,29.760070493846257,33.363270354550274,01h59m02.42s,33d21m47.77s,797.2789367217212,3.1202815851549177,18.4343395233,430.6000994911993,10.844181139795106,18.7662029266,533.8549412857171,16.66574547018535,17.9433612823,1.2096832991,0.8228416443,0.3318634033,0.490978241
1635721458409799680,Gaia DR2 305019265873111296,29.756284990897832,33.35638608700679,01h59m01.51s,33d21m22.99s,254.62982996192176,1.992240223789724,19.6735916138,87.6921037143576,15.665349520564655,20.4939861298,251.53807100968277,10.462834665241274,18.7604103088,1.3322483301,1.7335758209,0.820394516,0.9131813049
1635721458409799680,Gaia DR2 305019575110768896,29.8130738788684,33.373009222791886,01h59m15.14s,33d22m22.83s,229.29019619724727,1.6363855268900869,19.7874011993,70.41093198356123,10.887667200110906,20.7322883606,267.29862155375247,11.22201284981819,18.6944274902,1.4728478193,2.0378608704,0.9448871613,1.0929737091
1635721458409799680,Gaia DR2 305018613038067456,29.8067893231597,33.33632158604816,01h59m13.63s,33d20m10.76s,73.32323463452913,2.2697924989694545,21.0252609253,,,,,,,,,,
1635721458409799680,Gaia DR2 305019334592589056,29.75465811974014,33.35809406811504,01h59m01.12s,33d21m29.14s,1075.6062458507047,2.3933667258290625,18.1092319489,351.09077665529907,17.815657606722755,18.9878387451,1052.6160825464478,13.124043734580173,17.2062454224,1.3050378561,1.7815933228,0.8786067963,0.9029865265
1635721458409799680,Gaia DR2 305018617333104000,29.797592168264675,33.33140641463824,01h59m11.42s,33d19m53.06s,173.1325749432805,2.5899147825090196,20.0924186707,,,,,,,,,,
1635721458409799680,Gaia DR2 305018617333802112,29.79787670457023,33.33144048747325,01h59m11.49s,33d19m53.19s,816.5220775438759,2.6210787040332963,18.4084453583,374.46528702863367,9.49161649752428,18.9178600311,879.0059736933487,11.076154415786059,17.4019412994,1.5351345539,1.5159187317,0.5094146729,1.0065040588
1635721458409799680,Gaia DR2 305019746911316736,29.770420805634025,33.38178375610615,01h59m04.90s,33d22m54.42s,69.06004849961707,2.0163811566606866,21.090297699,,,,,,,,,,
1635721458409799680,Gaia DR2 305019746909471104,29.77576550775435,33.38417722248922,01h59m06.18s,33d23m03.04s,231.159569495104,2.2425658813404716,19.778585434,73.15161771037648,19.234716739312805,20.6908283234,288.9131400036556,14.241436938369338,18.6100025177,1.5662978888,2.0808258057,0.9122428894,1.1685829163
