Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RA_OBJ	DEC_OBJ	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1
aligned_Sabine_V_30s_20200824_133212_out.fits	21	0	59086.06378906267	2459086.0637890627	2459086.0636154516	2459086.0689240834	2459086.0696916813	-1	-85.98360144298192	-9.787817268	30	0.0176650413942639	0.115132232698817	4.214445164890885	10	16	20	572.156382175679	518.8058161241054	572.656382175679	505.6941838758946	21.542788072217196	-2.9786211830759335	42207.11126848793	314.1592653589792	230.75345844756924	182.90998346218956	2250	134.34940784018988	16.410666666666668	375	4.214445164890885	6.2126082889761	6.290734891338216	6.134481686613984	39.32511954141913	0.9836720214621089
aligned_Sabine_V_30s_20200824_133250_out.fits	22	0	59086.06422667811	2459086.064226678	2459086.064053067	2459086.069361719	2459086.0701293168	-1	-86.14150662404649	-9.787817268	30	0.017665043395808	0.1151322457142597	4.085701483679871	10	16	20	572.8899427900836	519.3034838800309	573.3899427900836	505.19651611996915	21.542790333173063	-2.9786696501939147	40835.64982663757	314.1592653589791	228.55053299410892	178.67230188297196	2352	129.98391048558145	17.814720812182742	394	4.085701483679871	5.772655488396954	5.665932480909578	5.879378495884331	51.146104167013846	0.9698569768247192
aligned_Sabine_V_30s_20200824_133327_out.fits	23	0	59086.064657997806	2459086.064657998	2459086.0644843867	2459086.069793058	2459086.070560656	-1	-86.29713446645735	-9.787817268	30	0.0176650453686912	0.1151322585433286	4.524595368690986	10	16	20	573.734349125262	519.316653934301	574.234349125262	505.18334606569897	21.542781716376247	-2.978662954128343	41337.476510427245	314.15926535897955	229.0243314000832	180.49382027543047	1995	131.58127443159208	17.474489795918366	392	4.524595368690986	6.2431221353899	6.199061942859094	6.287182327920705	50.914365963363366	0.9952591779617433
aligned_Sabine_V_30s_20200824_133404_out.fits	24	0	59086.065091504715	2459086.0650915047	2459086.0649178936	2459086.0702265846	2459086.070994183	-1	-86.45354510335238	-9.787817268	30	0.0176650473517132	0.1151322714383264	3.9907180051265234	10	16	20	574.0641157336073	519.5063010529867	574.5641157336073	504.9936989470133	21.54277824448725	-2.9787071738534334	42615.151614897346	314.15926535897944	226.44773526673896	188.1897894218275	2270	135.64824060242952	15.983796296296296	432	3.9907180051265234	6.099876359317386	5.8684052704649226	6.331347448169849	62.44048779129299	0.9824384993178098
aligned_Sabine_V_30s_20200824_133442_out.fits	25	0	59086.06552296318	2459086.065522963	2459086.065349352	2459086.070658063	2459086.071425661	-1	-86.60920941677364	-9.787817268	30	0.0176650493254985	0.1151322842732605	4.107555574981626	10	16	20	574.172688797313	519.2112348987638	574.672688797313	505.2887651012362	21.542768364652577	-2.978677109353577	41380.11123327901	314.1592653589793	228.53352685153845	181.068011347677	2283	131.7169849693764	16.37851662404092	391	4.107555574981626	5.960769486284139	5.781481841256721	6.140057131311557	55.968235276907414	0.9741174340703425
aligned_Sabine_V_30s_20200824_133519_out.fits	26	0	59086.06595418975	2459086.0659541897	2459086.0657805786	2459086.071089309	2459086.071856907	-1	-86.76478180552249	-10.20308404	30	0.0176650512983564	0.1151322971021623	4.400134991750748	10	16	20	574.96571976008	519.0149189745349	575.46571976008	505.4850810254651	21.542764815826857	-2.9788013550360617	41906.86843179456	314.1592653589793	226.81830233661503	184.75964241016885	2027	133.39370520843616	16.14354066985646	418	4.400134991750748	6.211595483113534	6.034466410683028	6.38872455554404	56.84904071408589	0.9798973021211841
aligned_Sabine_V_30s_20200824_133556_out.fits	27	0	59086.06638315972	2459086.0663831597	2459086.0662095486	2459086.0715182987	2459086.0722858966	-1	-86.91953065820212	-9.787817268	30	0.0176650532610225	0.1151323098647901	5.035576374913058	10	16	20	575.1878253178872	519.2783888026757	575.6878253178872	505.22161119732425	21.542760696399075	-2.978623496870695	41927.14011830586	314.1592653589793	227.15284496355974	184.5767774778779	1590	133.45823199069784	16.8472553699284	419	5.035576374913058	6.762739564803891	6.5480619153998	6.977417214207982	59.833625216783524	0.9835801333094639
aligned_Sabine_V_30s_20200824_133633_out.fits	28	0	59086.066813367885	2459086.066813368	2459086.066639757	2459086.0719485264	2459086.0727161244	-1	-87.07471523303644	-10.20308404	30	0.0176650552294862	0.1151323226651171	4.540306905886331	10	16	20	576.2446131961005	518.7901131678218	576.7446131961005	505.7098868321782	21.542751236274302	-2.978637009009865	41955.277938610474	314.1592653589794	227.3145249803063	184.56927880981354	1867	133.547797454484	16.822541966426858	417	4.540306905886331	6.310445662043943	6.041277850671949	6.579613473415938	60.73077436467599	0.9733811649391358
aligned_Sabine_V_30s_20200824_133710_out.fits	29	0	59086.067246308085	2459086.067246308	2459086.067072697	2459086.0723814867	2459086.0731490846	-1	-87.2308723727482	-9.787817268	30	0.0176650572105846	0.1151323355476025	4.073334727859133	10	16	20	576.2400312422922	519.0738071151577	576.7400312422922	505.4261928848423	21.54274710683226	-2.978743680356057	41844.91699360471	314.15926535897916	230.7267543360063	181.36135583420963	2492	133.1965076560449	18.553246753246754	385	4.073334727859133	6.0174081397265855	5.8867287136845245	6.148087565768646	50.816109088383016	0.9536402416142613
aligned_Sabine_V_30s_20200824_133748_out.fits	30	0	59086.06767523149	2459086.0676752315	2459086.0675016204	2459086.0728104296	2459086.0735780275	-1	-87.3855656198341	-9.787817268	30	0.0176650591734349	0.1151323483114259	4.216143535648943	10	16	20	576.8545482787874	519.0745701258701	577.3545482787874	505.4254298741299	21.54273850419264	-2.978772504226884	41498.81682053985	314.1592653589792	229.59061588229463	180.75136329533282	2320	132.09483658908022	18.198979591836736	392	4.216143535648943	6.011187113940739	5.99276094756674	6.029613280314738	46.483694809901834	0.9859755523481001
aligned_Sabine_V_30s_20200824_133851_out.fits	31	0	59086.0684113428	2459086.068411343	2459086.0682377317	2459086.0735465745	2459086.0743141724	-1	-87.65100407751356	-10.20308404	30	0.0176650625423538	0.1151323702184871	3.96663833827391	10	16	20	577.9311466796007	518.6124215170541	578.4311466796007	505.88757848294586	21.542727249699695	-2.9786693135835236	42029.57483414864	314.1592653589792	225.82415744055828	186.11638059675576	2473	133.78429181810972	14.64218009478673	422	3.96663833827391	6.072806893965212	5.882798683914374	6.26281510401605	62.83000294774359	0.9885005466716749
aligned_Sabine_V_30s_20200824_133928_out.fits	32	0	59086.06884526601	2459086.068845266	2459086.068671655	2459086.073980517	2459086.074748115	-1	-87.80744228854326	-9.787817268	30	0.0176650645284475	0.1151323831334533	4.054897719443905	10	16	20	577.9089388116339	518.5806718895707	578.4089388116339	505.9193281104293	21.542720184198195	-2.97875715412826	42278.26040763338	314.15926535897927	225.4075690461135	187.56362346902452	2057	134.57588258402447	14.699074074074074	432	4.054897719443905	6.223987421981715	6.377898225517931	6.070076618445499	32.17627329997051	0.986959625936458
aligned_Sabine_V_30s_20200824_134006_out.fits	33	0	59086.06927645812	2459086.069276458	2459086.069102847	2459086.074411729	2459086.0751793273	-1	-87.96286517349296	-10.20308404	30	0.0176650665021745	0.1151323959680017	4.4851174322285186	10	16	20	579.034096373383	518.8545123062898	579.534096373383	505.64548769371015	21.542713305901895	-2.9787039879189527	41656.18697585507	314.15926535897955	224.73989277410308	185.3528826665665	2169	132.5957613513512	14.376744186046512	430	4.4851174322285186	6.155654166275976	5.961663402469226	6.349644930082727	61.090407644626595	0.9860227831798511
aligned_Sabine_V_30s_20200824_134043_out.fits	34	0	59086.0697101159	2459086.069710116	2459086.069536505	2459086.0748454067	2459086.0756130046	-1	-88.1191382520044	-9.787817268	30	0.0176650684873222	0.115132408876815	4.04096436165225	10	16	20	578.6510098438561	518.5858719835701	579.1510098438561	505.9141280164299	21.54271286760491	-2.9787599718622086	41688.83762253525	314.15926535897916	225.1918600537381	185.12586384155685	2418	132.69969158763732	13.470023980815348	417	4.04096436165225	6.22648400366444	6.081952604530867	6.371015402798013	67.50468037489593	0.9956955379583575
aligned_Sabine_V_30s_20200824_134120_out.fits	35	0	59086.07014008099	2459086.070140081	2459086.06996647	2459086.0752753913	2459086.0760429893	-1	-88.27403213438885	-9.787817268	30	0.017665070455699	0.1151324216765716	3.9836612968419463	10	16	20	579.4033995329262	518.7293374505263	579.9033995329262	505.77066254947374	21.542706651051468	-2.978798297149765	39891.15633003245	314.15926535897916	224.9085492876514	177.36611816837978	2354	126.97749431152437	15.007352941176471	408	3.9836612968419463	5.79429834000321	5.714908784457547	5.873687895548873	51.272536131436446	0.9840899291219365
aligned_Sabine_V_30s_20200824_134158_out.fits	36	0	59086.07057160884	2459086.070571609	2459086.0703979977	2459086.0757069387	2459086.0764745367	-1	-88.42942602174946	-9.787817268	30	0.0176650724313634	0.1151324345237162	3.9357008878393063	10	16	20	579.7003589640975	518.4378222320386	580.2003589640975	506.06217776796143	21.542701714672198	-2.9787842169412997	40826.53769758341	314.15926535897967	223.08860455473553	183.0059306662904	2284	129.95490567796	12.160377358490566	424	3.9357008878393063	6.225447889089976	6.040050501649625	6.410845276530326	62.376017686683504	0.9891014992777242
aligned_Sabine_V_30s_20200824_134235_out.fits	37	0	59086.07100173598	2459086.071001736	2459086.070828125	2459086.076137086	2459086.0769046834	-1	-88.5842321029831	-9.787817268	30	0.0176650744007477	0.1151324473300231	3.9241195103429947	10	16	20	580.830359458791	519.3253708213416	581.330359458791	505.1746291786584	21.542691832318038	-2.9787519204237904	40135.11651407111	314.15926535897904	222.80999195209293	180.13158280038306	2217	127.75404369567164	13.92824074074074	432	3.9241195103429947	6.034255959508657	5.862549597056908	6.205962321960406	59.34237019043709	0.9859648145834503
